序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
3067,301327, 华宝新能,73.99,0.39,-0.228,-0.255,-9.16,0.145,0.635,0.133,1.587,0,3,4,1.41,5.08,-3.67,14.81,18.27,-3.47
3068,603535, 嘉诚国际,12.83,-1.31,-0.123,0.005,-9.17,-0.693,0.822,-1.024,-0.167,0,1,3,5.25,7.57,-2.32,13.16,20.08,-6.91
3069,600237, 铜峰电子,7.17,0.28,0.092,-0.651,-9.17,-0.515,-6.729,-1.046,-10.936,1,2,3,4.94,4.74,0.2,26.34,22.04,4.31
3070,601686, 友发集团,5.56,-0.18,-0.029,-0.071,-9.17,0.032,0.014,-0.001,-0.171,0,1,3,3.36,4.11,-0.75,12.85,17.75,-4.9
3071,002333, 罗普斯金,5.5,0.36,-0.021,-0.199,-9.2,-0.377,-1.357,-0.834,-1.915,0,1,2,0,0,0,7.29,11.64,-4.35
3072,300785, 值得买,37.54,-1.11,-0.165,-0.902,-9.2,-1.496,-2.095,-6.778,-15.428,0,2,3,3.47,4.21,-0.74,21.85,24.09,-2.24
3073,002521, 齐峰新材,9.12,-1.51,-0.106,0.095,-9.24,-0.667,0.301,-1.34,0.033,0,0,0,0,6.45,-6.45,18.81,25.61,-6.79
3074,600521, 华海药业,15.01,-1.18,-0.183,0.151,-9.25,-0.482,0.18,-0.377,1.326,0,2,4,5.82,13.83,-8.01,22.44,32.36,-9.93
3075,301059, 金三江,10.79,-0.92,-0.076,0.056,-9.25,-0.119,0.129,-0.443,0.613,0,2,2,0,0,0,7.45,17.73,-10.28
3076,601228, 广州港,3.15,-0.94,-0.055,0.03,-9.26,-0.167,0.128,-0.29,0.017,0,1,3,12.68,36.4,-23.72,24.62,18.45,6.17
3077,603709, 中源家居,11.06,-1.78,-0.156,0.085,-9.27,-1.149,-0.075,-1.558,0.059,0,2,3,0,5.19,-5.19,9.08,14.1,-5.02
3078,300666, 江丰电子,76.19,-0.39,-0.122,-0.316,-9.29,0.767,1.274,0.653,2.213,0,4,6,6.54,10.06,-3.52,30.57,30.48,0.09
3079,300580, 贝斯特,34.03,-1.33,-0.526,-0.128,-9.29,0.247,0.569,-0.947,-1.779,0,3,5,9.84,14.26,-4.41,24.15,27.74,-3.59
3080,688575, 亚辉龙,16.27,-1.27,-0.091,0.036,-9.31,-0.244,0.412,-0.323,0.608,0,2,5,0.87,11.76,-10.89,26.28,26.96,-0.67
3081,600579, 中化装备,9.03,-0.33,-0.148,-0.52,-9.31,-1.325,-3.177,-2.341,-8.504,0,0,2,2.16,5.99,-3.83,17.46,18.24,-0.79
3082,603885, 吉祥航空,12.99,-0.92,0.007,-0.156,-9.32,0.167,0.101,0.184,0.091,4,4,6,9.7,9.79,-0.1,23.52,22.61,0.92
3083,600936, 广西广电,3.31,-0.6,-0.022,-0.152,-9.36,-0.015,-0.774,-0.517,-1.871,0,2,2,6.58,0.24,6.34,9.67,19.57,-9.89
3084,601399, 国机重装,2.97,0.68,-0.013,-0.082,-9.36,-0.009,0.445,-0.059,0.716,0,2,3,10.98,5.57,5.41,21.32,28.96,-7.64
3085,603012, 创力集团,5.58,-1.06,-0.027,-0.213,-9.36,0.228,-1.936,-0.683,-3.64,0,3,4,9.83,4.57,5.26,15.08,22.71,-7.63
3086,603866, 桃李面包,5.78,-1.03,-0.109,0.085,-9.37,-0.298,-1.563,-0.398,-1.363,0,1,3,8.96,9.29,-0.33,14.63,28.63,-14
3087,300363, 博腾股份,17.55,-2.28,-0.136,-0.07,-9.37,-0.235,-1.114,-0.745,-2.145,0,1,1,0.26,6.71,-6.45,14.49,16.35,-1.86
3088,600636, 国新文化,8.26,-2.94,-0.077,-0.508,-9.38,0.103,1.334,-0.559,1.013,0,2,3,5.04,5.1,-0.07,17.43,20.28,-2.85
3089,603856, 东宏股份,10.96,-0.81,-0.04,0.073,-9.39,-0.297,-0.709,-0.678,-0.841,0,2,3,0.06,0.73,-0.67,0.06,9.72,-9.66
3090,301276, 嘉曼服饰,20.05,-0.55,-0.217,0.272,-9.39,-1.155,-2.723,-1.079,-1.335,0,0,2,0,0,0,6.41,17.64,-11.23
3091,301155, 海力风电,57.87,0.14,-0.11,-0.503,-9.39,-0.545,-1.515,0.088,-0.705,0,0,4,3.53,5.32,-1.79,19.77,21.57,-1.81
3092,603171, 税友股份,43.64,0.58,-0.021,-0.228,-9.39,-0.261,-0.774,-0.017,0.104,0,2,4,2.15,3.53,-1.39,15.31,16.44,-1.14
3093,300547, 川环科技,42.57,-5.84,-0.395,-0.65,-9.39,0.05,-1.357,5.514,15.665,0,3,8,12.98,13.87,-0.89,29.17,32.19,-3.02
3094,600011, 华能国际,6.57,-0.45,-0.009,-0.025,-9.4,-0.003,-0.024,0.101,-0.136,0,2,5,8.53,10.77,-2.24,29.55,30.53,-0.98
3095,600215, 派斯林,8.81,0.34,-0.227,-0.217,-9.4,-0.466,-0.433,-2.111,-5.541,0,2,3,5.19,4.79,0.4,23.29,30.11,-6.82
3096,301248, 杰创智能,22.5,-4.42,-0.53,-1.214,-9.4,-0.562,4.964,-1.626,-3.191,0,2,4,2.06,7.57,-5.51,32.33,30.76,1.57
3097,688180, 君实生物-U,28.81,0,-0.049,-0.045,-9.41,-0.106,-0.432,-0.299,-0.645,0,0,1,7.4,6.52,0.88,14.55,22.53,-7.98
3098,301201, 诚达药业,20.45,-1.02,-0.027,-0.312,-9.41,0.287,-0.678,0.496,1.164,0,4,7,0,0,0,14.52,17.35,-2.82
3099,300474, 景嘉微,95.66,-0.56,-0.319,-0.286,-9.42,-0.862,-1.507,-2.639,-3.442,0,1,2,9.84,13.98,-4.14,27.16,28.78,-1.63
3100,301012, 扬电科技,26.23,0.15,-0.05,-0.757,-9.42,-1.235,-1.923,-2.159,0.372,0,2,4,1.5,8.45,-6.95,28.89,23.06,5.83
3101,002595, 豪迈科技,48.99,0.39,-0.014,-0.049,-9.43,0.057,0.053,0.124,0.447,0,3,8,0,3.64,-3.64,10.45,12.83,-2.38
3102,002344, 海宁皮城,4.34,-0.46,-0.01,-0.27,-9.43,-0.071,-1.149,-0.704,-3.038,0,1,2,2.94,2.25,0.68,20.25,21.91,-1.66
3103,600819, 耀皮玻璃,5.54,0,-0.061,-0.106,-9.45,-0.005,0.512,-0.236,0.384,0,2,3,1.45,13.99,-12.54,16.31,9.98,6.32
3104,600323, 瀚蓝环境,22.93,1.01,-0.061,-0.061,-9.45,-0.11,-0.143,0.126,0.716,0,3,7,2.31,4.63,-2.32,11.71,17.12,-5.4
3105,300075, 数字政通,21.97,-1.74,-0.61,-0.963,-9.47,-1.698,-2.547,-1.602,-2.094,0,2,5,12.35,14.91,-2.56,28.4,29.99,-1.59
3106,600802, 福建水泥,3.93,-1.5,-0.088,0.037,-9.47,0.032,0.227,-0.201,0.279,0,3,5,0,4.19,-4.19,6.2,11.99,-5.79
3107,300194, 福安药业,4.35,-0.91,-0.084,-0.074,-9.47,-0.612,-1.161,-0.936,0.148,0,1,4,5.65,0,5.65,19.52,32.13,-12.61
3108,002252, 上海莱士,6.79,-0.15,-0.031,-0.002,-9.48,-0.259,-0.157,-0.344,-0.235,0,1,2,6.81,12.48,-5.67,23.28,26.68,-3.41
3109,300069, 金利华电,15.67,-2.79,-0.137,-0.536,-9.49,-0.357,4.2,-1.596,6.294,0,1,4,2.45,3.06,-0.61,19.76,23.24,-3.48
3110,000001, 平安银行,11.49,-0.86,-0.05,0.015,-9.5,-0.124,0.064,-0.193,-0.44,0,1,3,16.88,30.27,-13.39,25.17,25,0.17
3111,603579, 荣泰健康,16.34,-1.45,-0.049,-0.659,-9.51,-1.063,-2.378,-1.228,-2.045,0,1,3,2.53,5.37,-2.84,20.46,19.34,1.12
3112,600183, 生益科技,31.46,-3.08,0.001,-0.487,-9.52,-0.188,-0.976,0.048,-0.209,1,3,8,5.33,5.63,-0.3,18.91,18.54,0.37
3113,000516, 国际医学,6.3,0.16,-0.016,-0.738,-9.53,1.647,1.654,1.806,1.2,0,2,3,7.7,6.35,1.35,25.64,27.16,-1.52
3114,688097, 博众精工,33.13,11.1,-0.081,-0.409,-9.54,-0.475,-1.128,-0.259,-1.364,0,1,5,12.6,11.97,0.63,27.92,30.59,-2.68
3115,688699, 明微电子,38.93,-0.28,-0.073,-0.121,-9.54,0.21,0.306,0.071,0.517,0,3,4,2.18,10.01,-7.83,23.07,20.97,2.1
3116,003013, 地铁设计,15.68,1.03,-0.205,-0.228,-9.59,-0.952,0.795,-0.84,0.364,0,1,2,0,1.96,-1.96,18.05,23.35,-5.31
3117,688111, 金山办公,367.23,-1.74,-0.055,-0.042,-9.6,0.045,0.092,-0.255,-0.164,0,2,4,14.5,16.19,-1.69,25.26,29.6,-4.34
3118,301507, 民生健康,12.61,-0.86,-0.072,-0.533,-9.6,-0.818,-2.095,-0.654,-0.333,0,0,2,4.83,0,4.83,9.13,17.85,-8.72
3119,002486, 嘉麟杰,2.36,-0.42,0.007,-0.529,-9.6,-0.57,-0.816,-1.538,-2.297,2,2,3,4.01,1.13,2.88,22.62,25.05,-2.43
3120,000610, 西安旅游,12.13,-0.49,-0.178,-0.284,-9.61,-0.919,-2.135,-2.622,-7.099,0,1,1,1.43,4.58,-3.16,19.57,22.74,-3.17
3121,300527, 中船应急,8.03,0,-0.008,-0.208,-9.61,-0.357,-1.345,-0.521,-1.538,0,0,2,8.37,7.95,0.42,26.66,27.71,-1.05
3122,688693, 锴威特,34.99,-0.03,-0.239,-0.407,-9.62,-0.129,-0.946,-0.753,2.623,0,2,3,4.89,0.29,4.6,18.58,29,-10.41
3123,688060, 云涌科技,39.98,0.99,-0.051,-0.031,-9.63,-0.388,-0.198,-0.566,-0.208,0,2,3,0,0,0,2.02,11.23,-9.2
3124,688188, 柏楚电子,214.5,0.23,-0.044,-0.075,-9.63,-0.138,-0.078,-0.248,-0.191,0,2,3,4.29,6.06,-1.76,19.44,23.65,-4.21
3125,688690, 纳微科技,19.29,0.47,-0.025,-0.134,-9.64,-0.19,-0.713,-0.73,-1.388,0,1,1,0.43,9.02,-8.59,22.9,17.71,5.19
3126,000571, 新大洲A,3.7,0.54,-0.061,-0.069,-9.64,-0.317,0.426,0.379,1.036,0,2,6,12.34,22.24,-9.9,29.01,24.06,4.95
3127,605162, 新中港,7.01,-0.14,-0.055,-0.028,-9.66,-0.388,-1.36,-0.709,-3.005,0,0,2,0.24,2.03,-1.79,13.34,20.23,-6.89
3128,002266, 浙富控股,3.28,-0.3,-0.044,-0.083,-9.66,0.069,0.056,0.037,-0.178,0,1,3,0,6.9,-6.9,17.7,17.17,0.53
3129,300950, 德固特,17.69,-0.62,-0.171,-0.242,-9.66,0.381,1.258,-0.064,2.77,0,2,3,0,2.74,-2.74,14.75,19.3,-4.55
3130,603823, 百合花,9.44,-1.05,-0.055,-0.057,-9.69,-0.126,-0.321,-0.316,0.779,0,2,3,0.18,15.57,-15.4,15.82,8.08,7.74
3131,000591, 太阳能,4.44,-1.33,-0.093,0.043,-9.7,-0.124,0.319,-0.138,0.53,0,1,4,8.5,13,-4.5,20.5,28.98,-8.48
3132,688157, 松井股份,43.9,0.3,-0.1,0,-9.71,0.145,0.083,-0.011,0.247,0,2,3,0.26,0.67,-0.42,27.82,37.03,-9.22
3133,688325, 赛微微电,52.44,-0.42,-0.197,-0.156,-9.71,-0.307,-0.136,-0.863,-0.061,0,1,3,0.85,9.1,-8.25,21.56,20.84,0.72
3134,003009, 中天火箭,39.14,-0.63,-0.056,0.022,-9.72,-0.143,-0.647,-0.478,-0.848,0,1,1,0.16,11.47,-11.31,15.04,14.58,0.46
3135,002577, 雷柏科技,27.27,-3.43,-0.417,-0.85,-9.76,-2.043,-6.021,-4.245,-12.754,0,2,2,5.52,6.09,-0.57,19.33,24.08,-4.75
3136,000670, 盈方微,7.41,1.09,0.089,-1.606,-9.76,-1.11,-9.789,-2.536,-17.94,1,2,2,9.05,6.02,3.03,18.95,20.37,-1.42
3137,000030, 富奥股份,5.65,1.07,-0.016,-0.185,-9.76,-0.044,0.466,-0.503,0.028,0,2,3,5.15,8.82,-3.68,19.2,17.39,1.81
3138,600919, 江苏银行,8.96,-1.32,-0.075,0.003,-9.76,-0.406,-0.137,-0.624,-0.184,0,1,3,14.85,24.72,-9.87,29.54,29.84,-0.3
3139,688037, 芯源微,95.31,-0.77,-0.223,-0.228,-9.77,-0.599,-0.091,0.709,1.046,0,1,4,8.52,10.31,-1.79,30.72,34.34,-3.62
3140,603759, 海天股份,7.69,-0.39,0.022,-0.539,-9.78,-0.135,-0.157,0.488,1.739,1,2,5,6.68,2.37,4.31,15.38,18.01,-2.64
3141,605567, 春雪食品,8.69,-0.57,-0.11,-0.038,-9.79,-0.311,-0.744,-0.363,-2.163,0,1,3,0,1.37,-1.37,10.53,18.34,-7.81
3142,300631, 久吾高科,22.42,-0.75,-0.128,-0.015,-9.81,0.268,1.609,-0.758,0.734,0,3,3,3.1,0,3.1,12.49,25.09,-12.6
3143,002802, 洪汇新材,11.67,-0.34,-0.084,-0.109,-9.81,-0.478,-0.587,-1.732,-1.203,0,0,0,0,5.51,-5.51,10.21,12.71,-2.51
3144,000800, 一汽解放,8.21,0,-0.001,-0.047,-9.82,0.065,0.047,0.032,0.018,0,2,4,4.55,3.36,1.19,13.13,15.32,-2.19
3145,002368, 太极股份,30.3,-4.63,-0.367,-0.286,-9.82,0.843,1.919,1.548,1.822,0,2,6,9.14,12.48,-3.34,26.35,29.48,-3.13
3146,688519, 南亚新材,33.7,4.33,-0.05,-0.271,-9.83,-0.577,-0.579,-0.347,0.157,0,1,5,11.49,10.76,0.73,31.48,33.7,-2.22
3147,300370, 安控科技,3.43,-1.15,-0.262,-0.165,-9.83,0.437,10.965,0.044,11.049,0,4,6,7.67,5.86,1.8,24.95,33.93,-8.98
3148,600101, 明星电力,8.9,-0.89,-0.101,-0.278,-9.84,-0.893,0.606,-0.3,3.583,0,0,2,3.4,7.19,-3.79,21.14,22.12,-0.97
3149,002426, 胜利精密,3.56,0,-0.428,-1.44,-9.84,-0.319,-9.364,-5.374,-22.524,0,2,2,7.84,11.8,-3.96,21.27,21.14,0.12
3150,603689, 皖天然气,8.36,-1.07,-0.041,0.047,-9.85,-0.111,-0.118,-0.074,0.807,0,2,4,2.12,0.37,1.75,9.37,24.23,-14.86
3151,301192, 泰祥股份,21.18,-2.22,-0.168,-0.288,-9.85,-0.486,-3.737,-0.881,-1.365,0,1,3,4.7,0,4.7,5.91,18.21,-12.3
3152,600279, 重庆港,5.08,-0.59,-0.025,-0.065,-9.86,-0.382,-0.847,-1.281,-1.261,0,0,2,13.59,8.79,4.8,15.75,24.99,-9.24
3153,600104, 上汽集团,17.04,-1.96,-0.027,-0.036,-9.86,-0.174,-0.345,-0.376,-0.483,0,1,2,15.38,21.61,-6.24,25.07,23.61,1.46
3154,301003, 江苏博云,23.37,-0.21,-0.096,-0.033,-9.89,-0.301,-0.052,-0.332,0.742,0,1,3,0,0,0,17.82,26.82,-8.99
3155,688565, 力源科技,6.67,0,-0.082,-0.137,-9.9,-0.501,-1.725,-0.728,-0.891,0,1,4,0,0.28,-0.28,5.85,13.79,-7.93
3156,301468, 博盈特焊,22.05,-0.23,-0.059,-0.128,-9.91,-0.116,-0.372,-0.005,0.434,0,2,5,0,0,0,7.14,14.88,-7.74
3157,300611, 美力科技,14.47,2.12,-0.182,-2.277,-9.92,0.028,9.379,-1.109,13.122,0,2,4,3.73,1.91,1.82,21.85,25.36,-3.52
3158,002572, 索菲亚,16.45,-2.95,-0.123,0.001,-9.93,-0.099,0.857,-0.584,3.304,0,2,3,1.23,5.68,-4.44,16.4,21.88,-5.49
3159,300171, 东富龙,13.73,-0.72,-0.052,-0.133,-9.93,-0.522,-1.369,-0.88,-2.215,0,1,2,1.75,0,1.75,10.7,19.05,-8.35
3160,605099, 共创草坪,20.76,-1.84,-0.023,0.018,-9.95,-0.026,-0.102,-0.131,-0.095,0,1,2,0,0.04,-0.04,5.58,16.53,-10.96
3161,000921, 海信家电,27.95,-2.1,-0.069,-0.074,-9.96,-0.063,-0.079,0.017,-1.178,0,2,5,3.83,9.06,-5.24,18.09,20.1,-2
3162,688198, 佰仁医疗,106.28,0.81,-0.009,-0.018,-9.99,-0.071,-0.076,-0.066,-0.055,0,0,3,0,1.1,-1.1,22.73,27.33,-4.6
3163,300869, 康泰医学,14.29,-0.69,-0.107,-0.012,-9.99,-0.63,-0.746,-0.41,0.209,0,1,3,2,0,2,10.58,22.32,-11.74
3164,688425, 铁建重工,4.14,-0.72,-0.096,-0.092,-10,0.085,0.239,0.952,5.03,0,2,7,0.32,0.68,-0.36,28.23,34.73,-6.5
3165,600313, 农发种业,6.76,-3.43,-0.242,-0.431,-10.02,-1.166,-2.422,-2.077,-3.012,0,2,3,4.77,5.29,-0.52,15.74,21.5,-5.77
3166,603317, 天味食品,12.56,-1.1,-0.033,0.007,-10.02,-0.161,-0.16,-0.231,0.031,0,1,2,0.15,13.04,-12.89,11.34,8.93,2.41
3167,688698, 伟创电气,60.71,0.02,-0.121,-0.157,-10.03,-0.083,0.645,-0.445,-0.489,0,1,3,12.4,7.29,5.11,27.47,37.56,-10.09
3168,688320, 禾川科技,55.86,-1.05,-0.572,-0.316,-10.05,-0.005,0.793,-3.29,-2.526,0,2,3,11.36,14.55,-3.19,36.01,39.07,-3.05
3169,301388, 欣灵电气,24.43,-0.89,-0.322,-1.554,-10.06,-0.064,-0.105,-2.075,-0.983,0,3,4,0,0,0,11.03,16.54,-5.51
3170,300985, 致远新能,16.94,0.12,-0.044,-0.196,-10.08,-0.26,-0.621,-0.518,-0.363,0,1,3,3.64,6.19,-2.55,9.33,12.14,-2.81
3171,600712, 南宁百货,5.71,-1.21,-0.155,-0.011,-10.08,-0.336,1.104,-0.852,-1.299,0,1,4,1.87,4.15,-2.27,21.71,29.12,-7.41
3172,605128, 上海沿浦,44.97,-0.29,0.182,-0.938,-10.09,0.804,-2.846,0.795,-1.888,3,4,8,9.5,7.46,2.04,25.1,20.1,5.01
3173,301382, 蜂助手,53.84,13.01,-1.93,-1.427,-10.09,2.38,6.69,-0.916,1.92,0,3,4,24.92,25.7,-0.78,27.69,31.75,-4.06
3174,002646, 天佑德酒,9.54,-1.75,-0.108,0.063,-10.13,-0.315,-1.008,-0.453,-1.095,0,2,4,0,3.41,-3.41,12.73,20.97,-8.23
3175,600745, 闻泰科技,37.51,-0.32,-0.08,-0.136,-10.14,0.291,0.617,-0.182,-0.082,0,3,4,10.06,14.78,-4.72,26.62,26.67,-0.05
3176,002882, 金龙羽,16.91,0.24,-0.107,-0.334,-10.14,-0.449,-2.901,-0.288,-0.108,0,2,5,4.62,3.75,0.87,17.87,23.63,-5.76
3177,000973, 佛塑科技,6.57,-1.2,-0.2,-0.291,-10.15,0.697,10.086,0.652,10.236,0,3,5,8.62,7.48,1.14,23.42,30.15,-6.73
3178,688711, 宏微科技,18.95,-0.16,-0.09,-0.246,-10.16,-0.281,0.088,-0.665,-0.263,0,1,2,4.01,2.47,1.54,19.74,26.34,-6.59
3179,603725, 天安新材,6.4,-1.39,-0.066,-0.247,-10.16,-0.293,0.264,-0.26,-0.007,0,2,5,1.34,9.13,-7.79,13.02,10.82,2.2
3180,603207, 小方制药,27.49,-0.18,-0.155,-1.129,-10.17,-2.665,-8.257,-7.978,-23.999,0,0,0,0,5.82,-5.82,16.23,14.17,2.06
3181,603169, 兰石重装,5.53,0.36,0.002,-0.206,-10.21,-0.083,-1.088,-0.324,-0.936,1,1,2,5.74,14.24,-8.5,26.59,17.85,8.73
3182,300017, 网宿科技,14.2,-3.4,-0.478,-0.498,-10.22,-0.867,0.76,-6.603,-11.739,0,1,2,12.87,15.49,-2.63,26.47,29.52,-3.05
3183,002603, 以岭药业,13.97,-1.34,-0.166,0.243,-10.22,-0.274,-0.151,-0.734,-1.474,0,1,1,0.52,7.71,-7.18,13.41,23.71,-10.3
3184,601179, 中国西电,6.89,-2.68,-0.011,-0.202,-10.23,-0.027,0.195,-0.377,-0.26,0,1,2,8.74,14.58,-5.85,21.88,17.03,4.85
3185,002007, 华兰生物,15.91,-1.91,-0.09,0.06,-10.23,-0.196,0.111,-0.165,-0.216,0,1,3,9.69,13.04,-3.35,13.6,24.71,-11.1
3186,603816, 顾家家居,27.35,-0.87,-0.031,-0.01,-10.24,-0.129,0.355,-0.243,0.619,0,2,4,6.66,0.66,6,19.03,34.04,-15.01
3187,002196, 方正电机,6.86,-0.44,-0.515,-0.244,-10.25,-0.319,-4.601,-1.538,-9.16,0,3,5,8.12,7.33,0.79,19.03,28.14,-9.11
3188,605123, 派克新材,51.89,-0.31,-0.049,-0.044,-10.25,-0.493,-0.292,-0.639,0.38,0,1,3,0.13,1.19,-1.06,13.94,21.35,-7.41
3189,600251, 冠农股份,7.06,-1.94,-0.091,-0.063,-10.25,-0.128,-0.227,-0.623,-0.782,0,1,2,2.75,4.19,-1.44,23.3,29.61,-6.31
3190,300105, 龙源技术,7.08,-0.28,-0.069,-0.401,-10.26,-0.651,0.154,-1.039,-0.026,0,1,3,4.16,0,4.16,20.86,28.26,-7.41
3191,603501, 韦尔股份,147.37,-1.75,-0.071,-0.22,-10.26,-0.737,-1.384,-0.682,-1.593,0,1,3,16.95,21.94,-4.99,29.31,26.9,2.42
3192,300867, 圣元环保,13.28,-0.45,-0.059,-0.348,-10.27,-0.282,-0.829,-0.287,-0.82,0,0,3,0,0,0,11.42,16.49,-5.07
3193,688050, 爱博医疗,93.55,-2.99,-0.051,-0.132,-10.28,-0.047,-0.091,0.055,0.018,0,1,4,6.05,10.46,-4.41,21.06,21.49,-0.43
3194,688518, 联赢激光,17.38,1.16,-0.108,-0.234,-10.29,-0.205,1.077,-0.178,2.989,0,2,5,2.34,2.19,0.15,25.19,30.63,-5.44
3195,600138, 中青旅,10.04,-1.18,-0.09,-0.057,-10.3,-0.048,-0.005,-0.874,-1.143,0,2,2,5.78,20.37,-14.6,25.5,18.53,6.96
3196,603185, 弘元绿能,17.09,1,-0.087,-0.172,-10.3,0.143,0.194,-0.083,0.148,0,2,3,14.43,20.95,-6.51,17.78,16.24,1.53
3197,002993, 奥海科技,44.02,0.39,-0.132,-0.61,-10.31,1.732,1.19,0.669,0.849,0,4,5,7.76,12.61,-4.86,25.3,23.27,2.03
3198,600262, 北方股份,18.89,-1.25,-0.139,0.039,-10.33,-0.563,-0.528,-1.065,-0.078,0,1,3,3.11,6.99,-3.87,16.56,24.13,-7.57
3199,301055, 张小泉,14.51,-1.16,-0.083,0.135,-10.34,-0.066,0.047,-0.193,-0.2,0,2,2,0,5.49,-5.49,9.55,19.64,-10.09
3200,300976, 达瑞电子,72.45,2.36,-0.069,-0.826,-10.34,-0.39,-1.942,-2.171,-4.742,0,2,2,3.61,3.59,0.02,22.48,24.21,-1.73
3201,000825, 太钢不锈,3.59,-1.1,-0.041,-0.023,-10.34,0.32,0.219,0.363,0.023,0,4,5,3.63,10.74,-7.11,20.32,21.66,-1.34
3202,300601, 康泰生物,15.45,-0.9,-0.066,-0.058,-10.34,-0.135,0.838,-0.075,1.335,0,1,3,2.73,5.3,-2.57,18.94,24.27,-5.33
3203,000526, 学大教育,49.5,-3.98,-0.051,-0.522,-10.35,0.35,0.528,1.197,2.894,0,2,6,5.4,6.76,-1.36,22.13,22.73,-0.61
3204,300594, 朗进科技,18.64,-1.74,-0.224,-1.26,-10.37,-0.362,6.113,-0.79,4.963,0,2,4,0,1.37,-1.37,14.95,18.21,-3.26
3205,601139, 深圳燃气,6.5,-0.46,-0.041,0.025,-10.37,-0.143,0.342,-0.431,0.038,0,1,1,4.21,8.67,-4.46,19.34,29.14,-9.8
3206,600398, 海澜之家,7.58,-1.17,-0.058,-0.003,-10.37,-0.143,-0.92,-0.134,-0.814,0,1,4,4.66,16.65,-11.98,19.86,17.97,1.89
3207,688410, 山外山,10.45,-0.48,-0.066,-0.1,-10.37,0.034,1.121,-0.623,-1.165,0,1,3,0,0.94,-0.94,13.67,20.51,-6.84
3208,002137, 实益达,9.6,-1.03,-0.44,-1.413,-10.38,-3.594,-9.427,-6.585,-27.017,0,1,2,1.7,3.29,-1.59,15.18,19.28,-4.1
3209,603680, 今创集团,8.67,-0.57,-0.029,-0.117,-10.38,0.062,0.128,0.08,0.4,0,2,5,0,1.8,-1.8,5.48,10.84,-5.36
3210,002036, 联创电子,13.48,0.15,-0.655,-1.229,-10.38,-2.69,-2.498,-12.222,-18.656,0,1,2,11.89,15.27,-3.38,25.98,27.02,-1.04
3211,300670, 大烨智能,6.24,-0.32,-0.163,-0.059,-10.38,-1.092,-4.201,-1.192,-5.684,0,1,4,0,0,0,6.46,16.35,-9.89
3212,001269, 欧晶科技,24.65,0.49,-0.155,-0.427,-10.38,-0.159,-1.403,-0.455,-0.894,0,2,3,3.13,2.16,0.97,13.48,20.5,-7.03
3213,300860, 锋尚文化,27.41,-1.62,-0.099,-0.644,-10.4,-1.244,-4.032,-1.556,-5.984,0,0,2,2.12,0,2.12,11.61,18.22,-6.61
3214,603588, 高能环境,5.23,-0.76,-0.129,-0.009,-10.41,-0.283,0.186,-0.645,-0.444,0,2,3,3.8,5.49,-1.7,17.42,25.87,-8.46
3215,300969, 恒帅股份,103.68,1.43,-0.695,-0.167,-10.41,-2.302,-3.14,-5.989,-7.829,0,1,2,8.78,10.81,-2.03,20.49,27.71,-7.22
3216,300868, 杰美特,32.88,-1.67,-0.358,-0.999,-10.42,-1.386,-2.513,-1.361,-0.482,0,2,5,4.65,6.56,-1.91,25.7,28.06,-2.36
3217,600561, 江西长运,5.69,-0.52,-0.088,-0.019,-10.42,-0.569,-0.715,-0.119,-0.74,0,0,4,0.98,2.82,-1.83,4.11,12.41,-8.3
3218,300882, 万胜智能,15.94,-0.31,-0.065,-0.109,-10.42,0.023,-0.751,-0.083,-1.285,0,2,3,4.06,2.9,1.16,11.67,20.21,-8.54
3219,603004, 鼎龙科技,25.62,6.75,-0.993,-4.551,-10.44,-3.455,-31.786,-6.644,-34.196,0,2,2,7.44,10.13,-2.69,23.36,23.8,-0.44
3220,600382, 广东明珠,4.57,-0.65,-0.081,-0.011,-10.46,-0.269,-0.335,-0.384,-0.62,0,2,4,12.6,15.79,-3.19,15.91,22.5,-6.59
3221,601311, 骆驼股份,8.55,1.79,0.044,-0.732,-10.5,0.102,0.474,0.203,1.95,3,4,7,9,6.86,2.14,20.59,20.92,-0.34
3222,300906, 日月明,24.91,-0.48,-0.13,0.089,-10.5,-0.231,-0.211,-1.223,-1.307,0,2,4,0,0,0,10.36,22.49,-12.13
3223,300775, 三角防务,23,-0.52,-0.047,-0.098,-10.52,-0.133,0.041,-0.7,-0.279,0,2,3,2.07,5.77,-3.7,24.24,26.16,-1.92
3224,603318, 水发燃气,6.4,-0.62,-0.112,0.007,-10.54,-0.789,0.721,-1.56,1.383,0,1,3,0.04,4.51,-4.47,12.5,18.73,-6.23
3225,301393, 昊帆生物,41.88,0.05,-0.091,-0.256,-10.54,-0.229,-0.867,-1.031,-1.366,0,1,1,0,0,0,6.26,14.12,-7.87
3226,301010, 晶雪节能,17.94,-0.99,-0.129,-0.276,-10.54,-0.512,-1.901,-1.38,-1.173,0,1,2,0,0,0,5.98,14.4,-8.42
3227,301125, 腾亚精工,12.33,0,-0.261,-2.7,-10.56,-1.273,-2.625,-0.366,4.707,0,1,2,1.93,0,1.93,12.52,17.74,-5.21
3228,301372, 科净源,20.6,-0.96,-0.156,-0.248,-10.56,-1.289,-1.973,-1.609,-2.508,0,0,2,0,0,0,2.82,12.1,-9.28
